OfficeName,ObservedYears,CycleEstimate,PredictionReason
Council Member (Dassel) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Dawson) (Elect 3),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Dayton) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Deephaven) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Deer Creek) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Deer River) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Deerwood) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (DeGraff) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Delano) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Delavan) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Delhi) (Elect 2),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Council Member (Denham) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Dennison) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Dent) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Dexter) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Dilworth) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Dodge Center) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Donaldson) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Dover) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Dovray) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Dundas) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Dundee) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Dunnell) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Eagan) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Eagle Bend) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Eagle Lake) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (East Gull Lake) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Echo) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Eden Prairie) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Eden Valley) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Edgerton) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Edina) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Effie) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Eitzen) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Elba),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Council Member (Elbow Lake) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Elgin) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Elizabeth) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Elko New Market) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Elkton) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Ellendale) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Ellsworth) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Elmdale),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Council Member (Elmore) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Elrosa) (Elect 2),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Council Member (Ely) (Elect 3),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Elysian) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Emily) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Emmons) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Erhard) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Erskine) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Evan) (Elect 2),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Council Member (Evansville) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Eveleth) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Excelsior) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Eyota) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Fairfax),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Council Member (Fairfax) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Faribault) (Elect 3),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Farmington) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Farwell),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Council Member (Federal Dam),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Council Member (Felton) (Elect 2),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Council Member (Fertile) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Fifty Lakes) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Finlayson) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Fisher) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Flensburg) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Floodwood),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Council Member (Florence) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Foley) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Forada),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Council Member (Foreston),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Council Member (Foreston) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Fort Ripley) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Fosston) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Franklin) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Frazee) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Freeborn) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Freeport) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Frost) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Fulda) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Funkley),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Council Member (Garfield) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Garrison),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Council Member (Garvin) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Gary) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Gaylord) (Elect 3),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Council Member (Gem Lake) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Geneva) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Genola),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Council Member (Georgetown),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Council Member (Ghent) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Gibbon) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Gilman) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Glenville) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Glenwood) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Glyndon) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Gonvick) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Good Thunder) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Goodhue) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Goodridge) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Goodview) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Granada) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Grand Marais),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Council Member (Grand Meadow) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Grand Rapids) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Green Isle) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Greenbush) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Greenfield) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Greenwald),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Council Member (Greenwood) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Grey Eagle) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Grove City) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Grygla) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Gully) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Hackensack) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Hadley) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Hallock) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Halma),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Council Member (Hammond) (Elect 2),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Council Member (Hampton) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Hancock) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Hanley Falls) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Hanover) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Hanska) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Harding) (Elect 2),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Council Member (Hardwick) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Harris) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Hartland) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Hatfield) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Hawley) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Hayfield) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Hayward) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Hazel Run) (Elect 3),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Council Member (Hector) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Heidelberg) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Henderson) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Hendricks) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Hendrum) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Henning) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Henriette) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Herman) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Hermantown) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Heron Lake) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Hewitt) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Hill City) (Elect 2),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Council Member (Hillman) (Elect 2),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
